Name,Location,Category,Bio URL
Sumin Kim,South Korea,Containers Builder since 2024,https://www.linkedin.com/in/Eeap/
Sumsuzzaman Chowdhury,"Dhaka, Bangladesh",Cloud Operations Builder since 2024,https://www.linkedin.com/in/sumsuzzaman-chowdhury/
Sunita Sonawane,"Dubai, United Arab Emirates",Containers Builder since 2023,https://www.linkedin.com/in/sunita-sonawane-61343788/
Sunny Bhambhani,"Pune, India",Containers Builder since 2023,https://www.linkedin.com/in/sunnybhambhani/
Sunoj Kumar,Singapore,Containers Builder since 2021,https://learn2skills.com/
Supratip Banerjee,"Pune, India",Security Builder since 2020,https://supratipb.github.io/
Supun Sandeeptha Vidanelage,"Sydney, Australia",Data Builder since 2022,https://supunsandeeptha.com/
Sura Atahallah,"Baghdad, Iraq",Front-End Web & Mobile Builder since 2022,https://www.linkedin.com/in/sura-r-atahallah-a71645220
Suraj Tikoo,Netherlands,Storage Builder since 2023,https://www.linkedin.com/in/surajtikoo/
Surender Aireddy,"San Francisco, USA",Containers Builder since 2022,https://www.linkedin.com/in/surenderaireddy/
Suresh Kumar,"Chennai, India",Storage Builder since 2022,https://www.linkedin.com/in/suresh-kumar-s-119221197
Sushovan Paudyal,"Kathmandu, Nepal",Security Builder since 2024,https://www.linkedin.com/in/sushovan-paudyal-941600203
Suvoraj Biswas,"Minneapolis, USA",Machine Learning Builder since 2024,https://www.linkedin.com/mwlite/profile/in/suvoraj/
Suwarna Kale,USA,Security Builder since 2022,https://www.linkedin.com/in/suwarna-s-kale/
Suyeon Woo,"Seoul, South Korea",Containers Builder since 2022,https://www.linkedin.com/in/suyeon-woo/
Suzana Melo Moraes,"Auckland, New Zealand",Dev Tools Builder since 2023,https://www.linkedin.com/in/suzanamelomoraes/
Sven Leiss,Germany,Data Builder since 2023,https://www.linkedin.com/in/sven-leiss/
Syed A. Rizvi,USA,Data Builder since 2023,https://www.linkedin.com/in/rizvisyeda
Syed Usman Ahmad,"Lahore, Pakistan",Containers Builder since 2023,https://www.linkedin.com/in/engrusman-ahmad/
Syeda Afshan Naqvi,India,Dev Tools Builder since 2023,https://youtube.com/@afshanaqvi
Sylvain BRUAS,"Lyon, France",Network Content & Delivery Builder since 2024,https://www.linkedin.com/in/sylvainbruas/
Szymon Mich,Poland,Serverless Builder since 2024,https://dev.to/szymonszym
TARUN SURYA SAI DODDAPANENI,"Hyderbad, India",Containers Builder since 2024,https://www.linkedin.com/in/tarundoddapaneni/
TaeHwan Jeong,"Seoul, South Korea",Cloud Operations Builder since 2022,https://linuxer.name
Taewoong Kim,Korea,Machine Learning Builder since 2020,https://www.linkedin.com/in/twkdogkim/
Taihei Matsuo,"Saga, Japan",Cloud Operations Builder since 2024,https://www.linkedin.com/in/taihei-matsuo-5a61b82a3
Taiwo Amao,"Lagos, Nigeria",Cloud Operations Builder since 2023,https://www.linkedin.com/in/taiwo-amao
Takahito Iwasa,"Sapporo, Japan",Serverless Builder since 2022,https://twitter.com/Tak1wa
Takashi Iwamoto,"Tokyo, Japan",Cloud Operations Builder since 2024,https://www.linkedin.com/in/iwamot/
Takashi Kaga,"Kanagawa, Japan",Cloud Operations Builder since 2023,https://twitter.com/TAKA_0411
Takashi Yamaguchi,"Chiba, Japan",Security Builder since 2023,https://twitter.com/yamaguchi_tk
Takenori Morio,Japan,Serverless Builder since 2024,https://www.linkedin.com/in/tmorio/
Takeshi Fukae,"Osaka, Japan",Machine Learning Builder since 2023,https://www.linkedin.com/in/takeshi-fukae-708b5b243?trk=contact-info
Takeshi Wakamatsu,"Hokkaido, Japan",Network Content & Delivery Builder since 2023,https://www.linkedin.com/in/wkm2/
Takumi Abe,"Oita, Japan",Serverless Builder since 2023,https://my.prairie.cards/u/east_takumi
Takumi Koga,Japan,Dev Tools Builder since 2023,https://twitter.com/koara__fftr
Takuro Sasaki,Japan,Data Builder since 2023,No URL
Takuya Kihara,"Sapporo, Japan",Front-End Web & Mobile Builder since 2021,https://twitter.com/tacck
Takuya Yonezawa,Japan,Serverless Builder since 2023,https://www.linkedin.com/in/takuya-yone/
Tan Wyne,"Taipei, Taiwan",Data Builder since 2022,https://www.linkedin.com/in/tan-wei-jie-wyne-5b27b9156/
Tanmay Baxi,"Ahmedabad, Gujarat, India",Serverless Builder since 2022,https://www.linkedin.com/in/tanmay-baxi-2808/
Tanmay Rane,"Mumbai, India",Machine Learning Builder since 2022,https://www.linkedin.com/in/tanmay-rane/
İren Saltalı,Turkey,Serverless Builder since 2020,https://twitter.com/irensaltali
Çağatay Gürtürk,"Berln, Germany",Cloud Operations Builder since 2020,https://www.linkedin.com/in/cagataygurturk/
takipone,"Tokyo, Japan",Network Content & Delivery Builder since 2023,https://dev.classmethod.jp/author/otaki-ryuta/
almamon rasool abdali,Iraq,Machine Learning Builder since 2021,https://www.linkedin.com/in/al-maamoon-rasool-abdali-88aa4a40/
Zully Romero,Colombia,Security Builder since 2023,https://www.linkedin.com/in/zullyromero/
Zongxian Liu,China,Containers Builder since 2023,No URL
Ziyad Almbasher,"Montreal, Canada",Security Builder since 2022,https://www.linkedin.com/in/ziadmo/
Zipporah Wachira,"Nairobi, Kenya",Security Builder since 2022,https://www.linkedin.com/in/zipporah-wachira-084b99174/
Zied Ben Tahar,"Paris, France",Serverless Builder since 2023,https://www.linkedin.com/in/zied-ben-tahar-5200913/
Ziad Osman,"Paris, France",Containers Builder since 2022,https://www.linkedin.com/in/ziad-osman-89867a1a0/
Zhenghong Peng,"Houston, USA",Game Tech Builder since 2021,https://www.linkedin.com/in/zhenghong-peng-56203a97/
Zahraa Alsodani,"Baghdad, Iraq",Containers Builder since 2022,https://aws.amazon.com/es/developer/community/community-builders/
Zach Thomas,"Pittsboro, North Carolina, USA",Data Builder since 2022,https://www.linkedin.com/in/zachthomas/
Zac Charles,"Brisbane, Australia",Serverless Builder since 2021,https://twitter.com/zaccharles
Yvo van Zee,"Amsterdam, Netherlands",Dev Tools Builder since 2022,https://yvovanzee.nl
Yuta Morioka,Japan,Security Builder since 2024,https://www.linkedin.com/in/yuta-morioka-263591230/
Yuta Kimi,Japan,Security Builder since 2023,https://www.linkedin.com/in/y-kimi/
Yusuke Shimizu,"Osaka, Japan",Serverless Builder since 2024,https://www.linkedin.com/in/yusuke-shimizu-58925115a/
Yusuke Hamano,"Tokyo, Japan",Security Builder since 2023,https://www.linkedin.com/in/yusuke-hamano-3140bb15b/
Yusuf Adeyemo,"Ilorin, Nigeria",Containers Builder since 2022,https://yusadolat.me
Yushi Kato,"Sapporo, Japan",Dev Tools Builder since 2023,https://twitter.com/yktAWS
Yurii Kostiuk,Ukraine,Containers Builder since 2022,https://www.linkedin.com/in/yurii-kostiuk-778900ab/
Yukihiro Shinoda,Japan,Security Builder since 2021,https://www.linkedin.com/in/yukihiro-shinoda
Yukihiro Chiba,"Kanagawa, Japan",Security Builder since 2024,https://dev.classmethod.jp/author/chiba-yukihiro/
Yuki Matsuyoshi,"Tokyo, Japan",Machine Learning Builder since 2024,https://twitter.com/yu_Matsu_537
Yuki Matsuda,Japan,Dev Tools Builder since 2024,https://twitter.com/mazyu36
Yuki Kurono,"Nagoya, Japan",Cloud Operations Builder since 2023,https://twitter.com/kurono_98
Yuki Hanazawa,Japan,Security Builder since 2024,https://twitter.com/yhana297189
Yuji Oshima,"Tokyo, Japan",Security Builder since 2023,https://www.linkedin.com/in/yuji-oshima-999308211/
Yuji Mitsumura,Japan,Network Content & Delivery Builder since 2024,https://github.com/chanmitsu-mtj
Yuji Arahira,"Osaka, Japan",Serverless Builder since 2024,https://dev.classmethod.jp/author/arap
Yuji Adachi,"Osaka, Japan",Front-End Web & Mobile Builder since 2024,https://twitter.com/adt0705
Ysabel Troconis,"Ciudad de Buenos Aires, Argentina",Cloud Operations Builder since 2023,https://www.linkedin.com/in/ysabeltroconisit/
Youngick Kim,"Seoul, South Korea",Data Builder since 2023,https://www.linkedin.com/in/youngick-kim-b746271ba
YoungJin Jung,"Seoul, South Korea",Cloud Operations Builder since 2023,https://linkedin.com/in/youngjin-jung
Yoshitake Kageura,"Ehime, Japan",Machine Learning Builder since 2021,https://www.facebook.com/yoshitake.kageura/
Yoshimi Maehara,"Kanagawa, Japan",Dev Tools Builder since 2023,https://twitter.com/yoshimi0227_
Yoshiki Fujiwara,"Tokyo, Japan",Storage Builder since 2023,https://www.linkedin.com/in/yoshiki-fujiwara/
Yoshihiro Sasago,"Tokyo, Japan",Front-End Web & Mobile Builder since 2024,https://www.linkedin.com/in/sasago0605/
Yor Jaggy Castaño Pino,Colombia,Containers Builder since 2023,https://www.linkedin.com/in/yorjaggy/
Yongkang He,"Melbourne, Singapore",Containers Builder since 2022,https://www.youtube.com/channel/UCm-sw1b23K-scoVSCDo30YQ?sub_confirmation=1
Yolanda Fetela Ntam,"Brussels, Belgium",Networking & Content Delivery Builder since 2022,https://www.linkedin.com/in/yolanda-fetela-ntam-956665110/
Yogesh Sharma,Australia,Data Builder since 2020,https://www.linkedin.com/in/sharma-yogesh
Yogendra Yatnalkar,"Mumbai, India",Machine Learning Builder since 2022,https://www.linkedin.com/in/yogendra-yatnalkar-2477b3148/
Yogendra H Jagadeesh,"London, United Kingdom",Cloud Operations Builder since 2022,https://yogendrahjagadeesh.com
Yitaek Hwang,"New York, USA",Containers Builder since 2022,https://www.linkedin.com/in/yitaekhwang/
Yeshwanth L M,"Bengaluru, India",Serverless Builder since 2023,https://www.linkedin.com/in/yeshwanth-l-m/
Yeonggyoo Jeon,South Korea,Machine Learning Builder since 2021,https://www.linkedin.com/in/loganjeon/
Yen Trinh,"Hanoi, Vietnam",Serverless Builder since 2023,https://www.linkedin.com/in/yen-trinh-1815b4b9/
Yehuda Cohen,USA,Cloud Operations Builder since 2022,https://yehudacohen.substack.com
Yedidya Schwartz,"Tel Aviv, Israel",Network Content & Delivery Builder since 2024,https://www.linkedin.com/in/yedidyas
Ye Phone Myat,"Yangon, Myanmar",Network Content & Delivery Builder since 2023,https://www.linkedin.com/in/ye-phone-myat/
Ye Lin Aung,"Yangon, Myanmar",Cloud Operations Builder since 2023,https://www.linkedin.com/in/ye-lin-aung
Yasuyuki Sato,"Tokyo, Japan",Containers Builder since 2023,https://speakerdeck.com/xblood
Yasuhiro Matsuda,"Kanazawa, Japan",Front-End Web & Mobile Builder since 2022,https://blog.development-network.net/ung/
Yasitha Bogamuwa,Sri Lanka,Containers Builder since 2022,https://yasithab.com
Yashvi Kothari,India,Cloud Operations Builder since 2023,https://www.linkedin.com/in/yashvikothari
Yash Thaker,"New York, USA",Containers Builder since 2022,https://www.linkedin.com/in/yash-thaker-aws/
Yash Pimple,"Mumbai, India",Containers Builder since 2023,https://www.linkedin.com/in/yash-pimple/
Yash Garudkar,"Nashik, India",Front-End Web & Mobile Builder since 2021,https://www.linkedin.com/in/yashgarudkar/
Yann Mulonda,"Minneapolis, USA",Containers Builder since 2022,https://www.linkedin.com/in/yannmjl/
Yan Max Pinheiro,"São Paulo, Brazil",Security Builder since 2023,https://www.linkedin.com/in/yan-pinheiro/
Yakuphan Bilgic,"Paderborn, Germany",Dev Tools Builder since 2023,No URL
Yahya Abulhaj,Canada,Cloud Operations Builder since 2023,https://www.linkedin.com/in/yahya-abulhaj/
Xhoni Shollaj,Singapore,Machine Learning Builder since 2023,https://www.linkedin.com/in/xs94/
Xavier Portilla Edo,"Valencia, Spain",Front-End Web & Mobile Builder since 2021,https://xavidop.me/
Xanthos Symeou,"Limassol, Cyprus",Serverless Builder since 2021,https://www.linkedin.com/in/xanthos-symeou-0b486430
Xabi Errotabehere,Barbados,Serverless Builder since 2021,https://www.keinu.net
Wuming Zhang,Switzerland,Data Builder since 2021,https://www.linkedin.com/in/wuming/
Woong Seok Kang,"Seoul, South Korea",Data Builder since 2021,https://nephtyws.github.io
Woody Kwon,South Korea,Data Builder since 2022,https://www.linkedin.com/in/sunghwan-kwon-b15941aa/
Wonder Agudah,"Accra, Ghana",Machine Learning Builder since 2023,https://www.linkedin.com/in/wonder-agudah-784268183/
Wolfgang Unger,Brazil,Dev Tools Builder since 2020,https://www.sccbrasil.com/
Wojciech Lepczynski,Poland,Networking & Content Delivery Builder since 2022,https://lepczynski.it/en/
Wojciech Doganowski,"Zielona Góra, Poland",Dev Tools Builder since 2024,https://www.linkedin.com/in/doganowski
Wissem Dhaouadi,Tunisia,Serverless Builder since 2022,https://www.linkedin.com/in/wissemdhaouadi/
Wisdom Nwokocha,"Port Harcourt, Nigeria",Front-End Web & Mobile Builder since 2022,https://www.linkedin.com/in/wisdom-nwokocha-76212a77/
Wisdom Ekpotu,"Port Harcourt, Nigeria",Front-End Web & Mobile Builder since 2022,https://wisdomekpotu.com
Wisam Dawood Abdullah,"Tikrit, Iraq",Machine Learning Builder since 2022,https://www.linkedin.com/in/wisam-abdullah-8b7330aa
Wisam Almomani,"Amman, Jordan",Security Builder since 2022,https://www.linkedin.com/in/wisam-almomani/
Willie Macharia,"Nairobi, Kenya",Storage Builder since 2023,https://www.linkedin.com/in/willie-ng-ang-a-macharia-121518102/
Willian Peixoto,"São Paulo, Brazil",Serverless Builder since 2020,https://www.linkedin.com/in/peixotowill/
Williams Gamboa Anchante,"Lima, Peru",Data Builder since 2022,https://www.linkedin.com/in/wgamboa-data/
William Mukoyani,"Nairobi, Kenya",Data Builder since 2023,https://www.linkedin.com/in/william-j-mukoyani
William Lino,"São Paulo, Brazil",Data Builder since 2022,https://codedataops.com/
William Collins,"Louisville, USA",Network Content & Delivery Builder since 2022,https://www.linkedin.com/in/william-collins/
William Antonio Guzmán Bernal,"Santiago, Chile",Data Builder since 2023,https://www.linkedin.com/in/wiangube/
Wilklins Nyatteng,"Nairobi, Kenya",Security Builder since 2023,https://www.linkedin.com/in/wilklins/
Wesley Milan,"Curitiba, Brazil",Dev Tools Builder since 2022,https://www.linkedin.com/in/wesleymilan/
Wes Doyle,"Madison, Wisconsin, USA",Dev Tools Builder since 2022,https://wesdoyle.net
Weronika Zak,United Kingdom,Machine Learning Builder since 2024,https://weronika.link/pages/about/
Weili Zhang,"Xi'an, China",Cloud Operations Builder since 2023,https://www.linkedin.com/in/weilizhang
Weibo Zhao,China,Data Builder since 2022,https://www.linkedin.com/in/weibo-zhao-737328140/
Weder Sousa,"Anápolis, Brazil",Storage Builder since 2023,https://linktr.ee/weder96
Wayne Scarano,USA,Serverless Builder since 2021,https://www.sga.com
Watanabe Yohei,"Tokyo, Japan",Cloud Operations Builder since 2022,https://github.com/watany-dev
Warren Parad,"Zurich, Switzerland",Serverless Builder since 2024,https://warrenparad.net/?aws-builder
Warner Bell,"Dallas, USA",Storage Builder since 2022,https://www.linkedin.com/in/warnerbell/
Wanjiru Ngendo,"Nairobi, Kenya",Machine Learning Builder since 2023,No URL
Walter Lee,"San Francisco, USA",Containers Builder since 2021,https://www.linkedin.com/in/walterwlee/
Walid Battou,"Marseille, France",Cloud Operations Builder since 2023,https://www.linkedin.com/in/walidbattou/
Waleed Elginady,"Cairo, Egypt",Data Builder since 2022,https://www.linkedin.com/in/waleed-elginady-905533b0/
Vu Dao,Vietnam,Dev Tools Builder since 2021,https://www.linkedin.com/in/vu-dao-9280ab43
Von Peñaloza,"San Pablo City, Philippines",Machine Learning Builder since 2020,https://www.linkedin.com/in/vonpenaloza/
Volodymyr Marynychev,Germany,Serverless Builder since 2024,https://www.linkedin.com/in/vol-marynychev/
Vladimir Simek,"Prague, Czech Republic",Containers Builder since 2021,https://vlad.cloud/
Vladimir Samoylov,Thailand,Containers Builder since 2022,https://cageyv.dev/
Vlad Onețiu,Romania,Serverless Builder since 2024,https://www.linkedin.com/in/vlad-onetiu/
Vivek Pophale,"Bristol, United Kingdom",Containers Builder since 2023,https://www.linkedin.com/in/vivek-pophale
Vivek Mangipudi,USA,Storage Builder since 2021,https://www.linkedin.com/in/vivekmangipudi/
Viswanatha Swamy P K,"Hyderabad, India",Containers Builder since 2021,https://github.com/vishipayyallore
Vishwasa Navada K,"Bengaluru, India",Serverless Builder since 2021,https://vishwas.tech/
Vishnu VG,"Thiruvananthapuram, India",Storage Builder since 2021,https://www.youtube.com/channel/UCEJBER49TiH2XXcmLwQ1y9A
Vishnu S,"Payyanur, India",Containers Builder since 2023,https://www.linkedin.com/in/vishnus17
Vishnu Prasad,"Bangalore, India",Serverless Builder since 2020,https://www.linkedin.com/in/vishnu-prasad-a2490b91
Vishal Vazkar,"Mumbai, India",Containers Builder since 2021,https://www.linkedin.com/in/vishal-vikas-vazkar/
Vishal Mishra,"Singapore, Singapore",Serverless Builder since 2024,https://www.linkedin.com/in/vishalmishra88/
Viraj Dissanayake,Sri Lanka,Security Builder since 2021,https://www.linkedin.com/in/viraj-dissanayake-234956a1/
Vinícius Climaco,"Rio de Janeiro, Brazil",Storage Builder since 2023,https://www.linkedin.com/in/viniciusclimaco/
Vinura Jayalath,Sri Lanka,Dev Tools Builder since 2023,https://rephasematter.substack.com/
Vincent Iroleh,"Aba, Nigeria",Storage Builder since 2022,https://irolehtech.com
Vincent Claes,Belgium,Machine Learning Builder since 2022,https://www.linkedin.com/in/vincent-claes-0b346337/
Vinayak Pandey,India,Security Builder since 2022,https://www.linkedin.com/in/vinayakpandeyit/
Vimal Paliwal,"London, United Kingdom",Security Builder since 2024,https://vimalpaliwal.com/
Viktor Ardelean,"Timisoara, Romania",Serverless Builder since 2024,https://www.linkedin.com/in/vardelean
Viktar Mikalayeu,"Tbilisi, Georgia",Dev Tools Builder since 2023,https://www.linkedin.com/in/viktar-mikalayeu-mns
Vikram Aruchamy,"Coimbatore, India",Data Builder since 2021,https://www.stackvidhya.com
Vikas Pal,"Bhopal, India",Containers Builder since 2023,www.linkedin.com/in/vikas-pal1/
